AC_NUM, ACID, TRACK_CNT, ST_TIME, END_TIME, ORIG_ST_TIME, END_ST_TIME, MAX_X, MIN_X, MAX_Y, MIN_Y, MAX_Z, MIN_Z, AC_EQUIP, AC_TYPE, DEST_FIX, FLIGHT_TYPE, ORIGIN_FIX, GAP_VALUE, MAX_X_SMO, MIN_X_SMO, MAX_Y_SMO, MIN_Y_SMO, MAX_Z_SMO, MIN_Z_SMO, TOD_TIME, TOC_TIME, TOC_ALT, END_CENTER, START_CENTER, END_CENTER_TIME, START_CENTER_TIME, LOW_Z, HIGH_Z, LOW_TIME, HIGH_TIME, BETWEEN_TIME, AVG_CLIMB, LOW_GROUND_SPEED_SMO, HIGH_GROUND_SPEED_SMO
1090, BBJ3735_983, 462, 71770, 76380, 71767, 76387, 410.318, 210.015, 641.392, 151.708, 36000, 3475, L, B738, MIA, OVR, LGA, 0, 409.725, 210.27, 641.168, 152.61, 36000, 4083, -1, 73000, 36000, n/a, ZNY, 75550, 72340, 3475, 12000, 71770.0, 71980.0, 210.0, 0.319047619047619, 265.0, 332.0
1091, BBJ3755_724, 284, 40400, 43230, 40397, 43235, 309.828, 41.042, 413.55, 352.608, 24000, 4025, L, MD83, DFW, DEP, ORF, 0, 309.38, 41.913, 413.2, 352.699, 24000, 4585, -1, 41170, 24000, n/a, ZDC, 42020, 40490, 4025, 23800, 40400.0, 41120.0, 720.0, 0.2013888888888889, 234.0, 379.0
1094, BBJ3766_865, 244, 52600, 55030, 52596, 55036, 265.739, 34.751, 529.622, 488.25, 26000, 1966, L, B738, DFW, DEP, DCA, 0, 265.324, 35.545, 529.474, 488.445, 26000, 2312, -1, 53370, 26000, n/a, ZDC, 54210, 52690, 1966, 17000, 52600.0, 52950.0, 350.0, 0.29714285714285715, 199.0, 303.0
1096, BBJ3776_602, 407, 63510, 67570, 63502, 67573, 348.9, 208.692, 580.5, 147.4, 30000, 1466, L, B738, MIA, OVR, PHL, 0, 348.689, 209.107, 580.157, 148.813, 30000, 1591, -1, 64410, 30000, n/a, ZDC, 66700, 63610, 1466, 17000, 63510.0, 63900.0, 390.0, 0.5564102564102564, 161.0, 378.0
1098, BBJ3785_596, 428, 82120, 86390, 82114, 86397, 444.4, 230.633, 644.308, 222.775, 34000, 7092, L, B738, MIA, OVR, LGA, 0, 444.084, 230.885, 643.952, 223.689, 34000, 7225, -1, 83350, 34000, n/a, ZNY, 86260, 82720, 7092, 11984, 82120.0, 82300.0, 180.0, 0.2222222222222222, 296.0, 336.0
1103, BBJ3797_558, 484, 50770, 55600, 50767, 55609, 436.277, 221.45, 624.21, 138.125, 35000, 2850, L, B763, MTPP, UNK, JFK, 0, 435.962, 221.628, 623.678, 139.118, 35000, 3295, -1, 52820, 35000, n/a, ZNY, 54860, 51160, 2850, 23000, 50770.0, 51240.0, 470.0, 0.33404255319148934, 229.0, 386.0
1104, BBJ3802_36C, 349, 61750, 65230, 61746, 65232, 293.5, 209.023, 531.558, 148.446, 36000, 3166, L, B738, MIA, DEP, DCA, 0, 293.291, 209.491, 531.244, 150.16, 36000, 3578, -1, 63730, 36000, n/a, ZDC, 64460, 62000, 3166, 19000, 61750.0, 62120.0, 370.0, 0.5054054054054054, 211.0, 398.0
1110, BBJ3827_258, 350, 68120, 71610, 68120, 71617, 293.45, 209.892, 531.751, 151.434, 38000, 1800, L, B738, MIA, DEP, DCA, 0, 293.267, 210.149, 531.484, 152.338, 38000, 2067, -1, 69760, 38000, n/a, ZDC, 70840, 68340, 1800, 19000, 68120.0, 68520.0, 400.0, 0.515, 180.0, 386.0
1111, BBJ382_082, 228, 35060, 37330, 35055, 37331, 241.226, 36.292, 525.713, 489.323, 28000, 3158, L, B738, DFW, DEP, IAD, 0, 240.639, 37.258, 525.392, 489.574, 28000, 3611, -1, 35810, 28000, n/a, ZDC, 36410, 35160, 3158, 26700, 35060.0, 35660.0, 600.0, 0.10333333333333333, 225.0, 287.0
1112, BBJ3835_649, 232, 35200, 37510, 35200, 37515, 266, 56.046, 563.931, 522.8, 38000, 1500, L, B738, ORD, DEP, DCA, 0, 265.342, 56.715, 563.459, 523.375, 38000, 1933, -1, 36230, 38000, n/a, ZDC, 36660, 35240, 1500, 38000, 35200.0, 36200.0, 1000.0, 0.179, 183.0, 362.0
1114, BBJ3844_850, 158, 64080, 65650, 64074, 65655, 216.3, 175.849, 338.034, 155.883, 34116, 5430, L, B738, MIA, DEP, RDU, 0, 216.211, 175.987, 337.438, 156.849, 34053, 5702, -1, 65650, 34116, n/a, ZDC, 65000, 64150, 5430, 20000, 64080.0, 64480.0, 400.0, 0.435, 240.0, 414.0
1116, BBJ3851_90V, 488, 66120, 70990, 66116, 70995, 476.033, 209.467, 653.933, 150.083, 38000, 25233, L, B738, MIA, OVR, BDL, 0, 475.477, 209.739, 653.193, 151.07, 38000, 25485, -1, 66740, 38000, n/a, ZBW, 70110, 66610, 25233, 38000, 66120.0, 66720.0, 600.0, 0.06166666666666667, 384.0, 421.0
1118, BBJ3859_466, 487, 37130, 41990, 37122, 41990, 406.902, 213.5, 641.635, 146.3, 38000, 7966, L, B738, MIA, OVR, LGA, 0, 406.734, 213.858, 641.165, 147.433, 38000, 8409, -1, 38640, 38000, n/a, ZNY, 41260, 37670, 7966, 12000, 37130.0, 37250.0, 120.0, 0.5833333333333334, 241.0, 311.0
1119, BBJ3877_244, 228, 61400, 63670, 61398, 63676, 262.324, 53.55, 559.25, 526.907, 38000, 6623, L, B738, ORD, DEP, DCA, 0, 261.962, 54.185, 558.875, 527.441, 38000, 7206, -1, 62560, 38000, n/a, ZDC, 62740, 61510, 6623, 17000, 61400.0, 61650.0, 250.0, 0.312, 235.0, 313.0
1122, BBJ3882_62W, 346, 72620, 76070, 72613, 76076, 285.5, 209.785, 532.077, 151.146, 34000, 3069, L, B738, MIA, DEP, DCA, 0, 285.409, 210.071, 531.725, 152.108, 34000, 3493, -1, 73670, 34000, n/a, ZDC, 75320, 72900, 3069, 19000, 72620.0, 72970.0, 350.0, 0.49142857142857144, 217.0, 389.0
1125, BBJ3903_024, 364, 79970, 83600, 79961, 83608, 391.1, 36.2, 666.3, 497.767, 36000, 30150, L, B738, DFW, OVR, BDL, 0, 390.457, 36.888, 665.843, 497.967, 36000, 30303, -1, 80300, 36000, n/a, ZNY, 82530, 81210, 30150, 36000, 79970.0, 80300.0, 330.0, 0.00909090909090909, 417.0, 414.0
1130, BBJ3913_724, 504, 44900, 49930, 44891, 49933, 517.809, 208.992, 661.609, 148.246, 40000, 36969, L, B752, MIA, OVR, BOS, 0, 517.228, 209.419, 661.028, 149.661, 40000, 37083, -1, 45150, 40000, n/a, ZBW, 49220, 45740, 36969, 40000, 44900.0, 45130.0, 230.0, 0.0391304347826087, 409.0, 418.0
1132, BBJ3925_016, 222, 45980, 48190, 45974, 48190, 262.652, 54.2, 558.9, 526.698, 38000, 6050, L, B738, ORD, DEP, DCA, 0, 262.319, 54.983, 558.4, 527.082, 38000, 6552, -1, 47220, 38000, n/a, ZDC, 47300, 46230, 6050, 17000, 45980.0, 46230.0, 250.0, 0.428, 214.0, 321.0
1135, BBJ3936_610, 341, 63080, 66480, 63078, 66489, 290.8, 210.3, 534.992, 152.75, 38000, 6376, L, B738, MIA, DEP, BWI, 0, 290.502, 210.528, 534.449, 153.573, 38000, 6754, -1, 64770, 38000, n/a, ZDC, 65660, 63270, 6376, 14000, 63080.0, 63280.0, 200.0, 0.25, 275.0, 325.0
1138, BBJ3950_659, 92, 85480, 86390, 85476, 86397, 400.462, 364.35, 626.289, 547.117, 30125, 2653, L, B738, MIA, OVR, EWR, 0, 400.256, 364.726, 625.782, 547.968, 29972, 3085, -1, 86390, 30125, n/a, ZNY, 86390, 85780, 2653, 6000, 85480.0, 85610.0, 130.0, 0.4230769230769231, 233.0, 288.0
1139, BBJ3961_074, 259, 5360, 7940, 5355, 7944, 261.992, 36.138, 528.766, 489.292, 30000, 6508, L, B738, DFW, DEP, DCA, 0, 261.562, 36.943, 528.601, 489.508, 30000, 6911, -1, 5970, 28000, n/a, ZDC, 6980, 5410, 6508, 17000, 5360.0, 5580.0, 220.0, 0.19545454545454546, 227.0, 270.0
1141, BBJ3961_85P, 238, 66010, 68380, 66004, 68381, 264.15, 36.1, 528.8, 489.325, 28000, 3200, L, B738, DFW, DEP, DCA, 0, 263.831, 37.09, 528.626, 489.575, 28000, 3592, -1, 66690, 28000, n/a, ZDC, 67490, 66100, 3200, 28000, 66010.0, 66670.0, 660.0, 0.1893939393939394, 221.0, 346.0
1142, BBJ3965_440, 155, 41500, 43040, 41492, 43049, 180.533, 61.954, 385.146, 337.208, 32000, 2746, L, MD82, ORD, DEP, RDU, 0, 180.338, 62.459, 384.589, 337.468, 32000, 2935, -1, 42040, 23000, n/a, ZDC, 41840, 41560, 2746, 23000, 41500.0, 42010.0, 510.0, 0.3509803921568627, 156.0, 335.0
1148, BBJ3983_342, 155, 84730, 86270, 84729, 86273, 216.4, 175.025, 339.44, 153.3, 36000, 3446, L, B738, MIA, DEP, RDU, 0, 216.223, 175.25, 338.759, 154.477, 36000, 3919, -1, 85710, 34000, n/a, ZDC, 85600, 84750, 3446, 34000, 84730.0, 85690.0, 960.0, 0.29583333333333334, 229.0, 513.0
1153, BBJ416_683, 150, 82330, 83820, 82326, 83820, 172.235, 77.2, 345.8, 299.5, 16000, 5200, L, A321, CLT, DEP, RDU, 0, 171.665, 77.23, 345.733, 300.217, 16000, 5668, 83060, 82660, 16000, n/a, ZDC, 82620, 82400, 5200, 16000, 82330.0, 82630.0, 300.0, 0.31, 242.0, 335.0
1155, BBJ425_599, 162, 56300, 57910, 56293, 57912, 263.678, 134.869, 617.392, 525.068, 28000, 3007, L, A321, PHX, DEP, DCA, 0, 263.425, 135.725, 616.838, 525.481, 28000, 3175, -1, 57350, 28000, n/a, ZDC, 56750, 56420, 3007, 28000, 56300.0, 57340.0, 1040.0, 0.2048076923076923, 183.0, 396.0
1156, BBJ426_643, 485, 78930, 83770, 78927, 83770, 399.8, 76.9, 627.813, 295.5, 34100, 2169, L, A320, CLT, OVR, EWR, 0, 399.716, 77.142, 627.245, 296.017, 34050, 2395, -1, 80160, 34000, n/a, ZNY, 82570, 80140, 2169, 30900, 78930.0, 79800.0, 870.0, 0.16896551724137931, 224.0, 371.0
1158, BBJ433_046, 372, 47520, 51230, 47517, 51239, 364.9, 73.457, 582.35, 313.935, 31000, 3550, L, A319, PHL, OVR, CLT, 0, 364.859, 74.067, 582.046, 314.18, 31000, 3651, -1, 48460, 31000, n/a, ZTL, 50250, 47870, 3869, 31000, 47520.0, 48440.0, 920.0, 0.29239130434782606, 200.0, 469.0
1159, BBJ433_141, 246, 39420, 41870, 39415, 41878, 250.237, 77.2, 442.387, 310.532, 26100, 3192, L, A319, CLT, DEP, RIC, 0, 249.747, 77.2, 442.15, 311.044, 26022, 3574, -1, 40070, 26100, n/a, ZDC, 40670, 39460, 3192, 26100, 39420.0, 40070.0, 650.0, 0.3030769230769231, 194.0, 391.0
1160, BBJ436_625, 494, 39420, 44350, 39415, 44356, 364.45, 65.254, 579.15, 131.569, 39100, 5400, L, A319, PHL, OVR, JAX, 0, 363.975, 65.687, 579.021, 132.375, 39098, 5545, 43300, 39590, 39000, n/a, ZJX, 43390, 40250, 35900, 38950, 39420.0, 39570.0, 150.0, 0.08, 471.0, 459.0
1162, BBJ447_37C, 441, 55350, 59750, 55347, 59754, 403.5, 80.751, 650.067, 313.449, 37000, 2300, L, A320, EWR, OVR, CLT, 0, 403.44, 81.587, 649.704, 313.603, 37000, 2302, 57530, 56710, 37000, n/a, ZTL, 58550, 55650, 7292, 13900, 55350.0, 55540.0, 190.0, 0.47368421052631576, 292.0, 382.0
1163, BBJ455_053, 143, 76220, 77640, 76212, 77645, 174.975, 53.432, 364.775, 335.2, 32000, 3430, L, A319, LAX, DEP, RDU, 0, 174.25, 53.998, 363.95, 335.359, 32000, 4053, -1, 77180, 31930, n/a, ZDC, 76440, 76290, 3430, 31991, 76220.0, 77170.0, 950.0, 0.12421052631578948, 214.0, 332.0
1165, BBJ465_928, 428, 64080, 68350, 64074, 68356, 429.8, 75.447, 626.351, 314.199, 35000, 1700, L, A321, JFK, OVR, CLT, 0, 429.683, 76.048, 626.202, 314.294, 35000, 1827, -1, 65430, 35000, n/a, ZTL, 67160, 64360, 3850, 35000, 64080.0, 65410.0, 1330.0, 0.19022556390977444, 255.0, 508.0
1307, BBJ8732_383, 421, 66740, 70940, 66738, 70945, 430.5, 75.937, 624.775, 312.915, 37000, 2783, L, A320, JFK, OVR, CLT, 0, 430.477, 76.647, 624.605, 312.993, 37000, 2856, -1, 68210, 37000, n/a, ZTL, 69730, 67030, 3676, 34300, 66740.0, 67960.0, 1220.0, 0.230327868852459, 245.0, 526.0
1308, BBJ8732_935, 322, 58280, 61490, 58273, 61498, 274.593, 77.133, 543, 305.991, 32061, 7584, L, A320, CLT, DEP, BWI, 0, 274.106, 77.2, 542.961, 306.498, 32026, 7766, -1, 59420, 32000, n/a, ZDC, 60300, 58690, 7808, 23000, 58280.0, 58690.0, 410.0, 0.2731707317073171, 235.0, 347.0
1310, BBJ8733_395, 409, 72660, 76740, 72651, 76748, 349.28, 135.6, 580.333, 199.534, 36000, 1425, L, A320, PBI, OVR, PHL, 0, 349.074, 136.125, 580.062, 200.13, 36000, 1539, -1, 74730, 36000, n/a, ZDC, 75860, 72680, 1425, 14000, 72660.0, 73050.0, 390.0, 0.6153846153846154, 136.0, 376.0
1312, BBJ8736_258, 133, 51840, 53160, 51837, 53169, 178.415, 74.798, 343.454, 292.75, 15000, 1800, L, A320, RDU, ARR, CLT, 0, 178.052, 75.444, 343.122, 293.199, 15000, 1800, -1, 52180, 15000, n/a, ZTL, 52520, 52030, 4325, 15000, 51840.0, 52150.0, 310.0, 0.6741935483870968, 230.0, 439.0
1314, BBJ8740_175, 444, 68350, 72780, 68344, 72788, 420.1, 76.211, 643.184, 313.446, 35000, 1000, L, A321, LGA, OVR, CLT, 0, 419.882, 76.811, 642.877, 313.509, 35000, 1028, -1, 69620, 35000, n/a, ZTL, 71590, 68700, 3784, 35000, 68350.0, 69610.0, 1260.0, 0.1992063492063492, 230.0, 481.0
1315, BBJ8741_251, 451, 56520, 61020, 56517, 61024, 423, 75.504, 646.954, 313.6, 35000, 2000, L, A321, LGA, OVR, CLT, 0, 422.672, 76.191, 646.729, 313.717, 35000, 2002, 59280, 58290, 35000, n/a, ZTL, 59820, 56900, 3792, 24000, 56520.0, 57290.0, 770.0, 0.3220779220779221, 238.0, 486.0
1316, BBJ8743_694, 334, 33730, 37060, 33726, 37061, 281.102, 77.2, 543, 310.075, 32000, 2866, L, A319, CLT, DEP, BWI, 0, 280.624, 77.2, 542.884, 310.824, 32000, 3211, -1, 34560, 32000, n/a, ZDC, 35860, 34130, 2866, 32000, 33730.0, 34540.0, 810.0, 0.2691358024691358, 172.0, 390.0
1317, BBJ8744_318, 435, 63950, 68290, 63949, 68294, 420.9, 75.569, 644.8, 313.615, 33000, 1533, L, A320, LGA, OVR, CLT, 0, 420.634, 76.294, 644.6, 313.777, 33000, 1644, 66360, 65040, 33000, n/a, ZTL, 67130, 64240, 3861, 33000, 63950.0, 65010.0, 1060.0, 0.2188679245283019, 270.0, 502.0
1318, BBJ8745_311, 472, 58150, 62860, 58148, 62866, 413.795, 77.2, 627.54, 303.049, 36100, 2346, L, A320, CLT, OVR, JFK, 0, 413.29, 77.225, 627.195, 303.598, 36050, 2704, 61900, 59420, 36000, n/a, ZNY, 61670, 59340, 2346, 28000, 58150.0, 58910.0, 760.0, 0.21973684210526315, 206.0, 373.0
1319, BBJ8746_625, 342, 68730, 72140, 68730, 72141, 295.6, 73.4, 539.969, 313.4, 29000, 500, L, A319, BWI, ARR, CLT, 0, 295.245, 74.05, 539.638, 313.6, 29000, 500, -1, 69520, 29000, n/a, ZTL, 70840, 69070, 3600, 29000, 68730.0, 69510.0, 780.0, 0.3782051282051282, 203.0, 498.0
1320, BBJ8747_235, 425, 37000, 41240, 36999, 41243, 420.934, 73.044, 643.1, 313.4, 37000, 1125, L, A319, LGA, OVR, CLT, 0, 420.633, 73.567, 643.01, 313.64, 37000, 1214, 39060, 38030, 37000, n/a, ZTL, 40160, 37400, 3830, 37000, 37000.0, 38010.0, 1010.0, 0.29405940594059404, 196.0, 493.0
1321, BBJ8748_199, 435, 44420, 48760, 44418, 48763, 420.392, 73.504, 642.566, 314.089, 33000, 1200, L, A321, LGA, OVR, CLT, 0, 420.151, 74.227, 642.34, 314.355, 33000, 1203, 46630, 45550, 33000, n/a, ZTL, 47590, 44720, 3346, 33000, 44420.0, 45530.0, 1110.0, 0.2594594594594595, 203.0, 491.0
1322, BBJ8760_725, 398, 7820, 11790, 7819, 11791, 474.225, 73.669, 632.9, 313.923, 33000, 3430, L, A319, PVD, OVR, CLT, 0, 473.502, 74.665, 631.928, 314.155, 33000, 3939, 11400, 8830, 33000, n/a, ZTL, 11010, 8020, 3430, 33000, 7820.0, 8800.0, 980.0, 0.2173469387755102, 298.0, 511.0
1323, BBJ8761_089, 135, 550, 1890, 550, 1895, 172.8, 77.653, 345.777, 316.467, 15966, 5900, L, A319, CLT, DEP, RDU, 0, 172.108, 78.007, 345.683, 316.923, 15927, 6542, 1170, 810, 16000, n/a, ZDC, 700, 550, 5900, 15900, 550.0, 780.0, 230.0, 0.4826086956521739, 224.0, 335.0
1324, BBJ8762_551, 359, 81310, 85010, 81305, 85015, 343.733, 81.283, 579.5, 262.226, 36075, 5207, L, A319, JAX, OVR, PHL, 0, 343.229, 81.42, 579.489, 263.29, 36029, 5759, -1, 82540, 36000, n/a, ZNY, 83820, 81820, 5207, 9900, 81310.0, 81410.0, 100.0, 0.06, 223.0, 229.0
1326, BBJ8763_434, 374, 74500, 78230, 74493, 78230, 349.484, 35.7, 580.846, 355.3, 32000, 1223, L, A319, ATL, OVR, PHL, 0, 349.179, 36.517, 580.764, 355.975, 32000, 1527, -1, 75490, 32000, n/a, ZNY, 77250, 75210, 1223, 31900, 74500.0, 75470.0, 970.0, 0.2876288659793814, 132.0, 411.0
1327, BBJ8764_328, 303, 73760, 76780, 73758, 76785, 197.892, 69.153, 635.717, 313.406, 39100, 3661, L, A319, SYR, OVR, CLT, 0, 197.551, 69.32, 634.795, 313.991, 39067, 3994, 76380, 75210, 39000, n/a, ZTL, 76070, 74700, 3661, 33000, 73760.0, 74600.0, 840.0, 0.26785714285714285, 202.0, 427.0
1329, BBJ8767_735, 351, 63730, 67230, 63726, 67236, 347.235, 179, 577.07, 345.2, 26000, 800, L, E190, RDU, ARR, PHL, 0, 346.881, 179.303, 576.571, 345.46, 26000, 803, -1, 64470, 26000, n/a, ZDC, 66420, 63790, 3466, 17000, 63730.0, 64070.0, 340.0, 0.3, 215.0, 317.0
1332, BBJ8773_586, 460, 52510, 57100, 52509, 57102, 349.075, 134.133, 580.458, 198.117, 32166, 1416, L, A320, FLL, OVR, PHL, 0, 348.807, 134.75, 580.056, 198.735, 32071, 1613, -1, 53660, 32000, n/a, ZDC, 56100, 52560, 1416, 17000, 52510.0, 52910.0, 400.0, 0.41, 152.0, 316.0
1333, BBJ8774_539, 206, 4280, 6330, 4271, 6338, 252.168, 75.222, 441.04, 313.538, 23000, 300, L, A319, RIC, ARR, CLT, 0, 252.084, 75.761, 440.672, 313.624, 23000, 302, 5810, 4900, 23000, n/a, ZTL, 5590, 4510, 3946, 23000, 4280.0, 4890.0, 610.0, 0.3524590163934426, 316.0, 531.0
1334, BBJ8778_599, 395, 66810, 70870, 66801, 70871, 451.508, 75.1, 656.431, 313.475, 35000, 3875, L, A319, BOS, OVR, CLT, 0, 450.48, 75.61, 655.706, 313.531, 35000, 4212, 70350, 68620, 35000, n/a, ZTL, 70090, 67070, 3875, 33000, 66810.0, 67790.0, 980.0, 0.2714285714285714, 257.0, 523.0
1335, BBJ8779_366, 330, 71620, 74910, 71617, 74916, 281.863, 77.2, 542.9, 302.098, 32000, 2046, L, A320, CLT, DEP, BWI, 0, 281.302, 77.217, 542.675, 302.652, 32000, 2354, -1, 72850, 32000, n/a, ZDC, 73720, 72260, 2046, 23000, 71620.0, 72190.0, 570.0, 0.4070175438596491, 171.0, 403.0
1336, BBJ8780_688, 231, 82820, 85120, 82811, 85127, 252.242, 74.516, 441.108, 313.5, 25000, 300, L, A319, RIC, ARR, CLT, 0, 252.142, 75.063, 440.753, 313.621, 25000, 304, 84460, 83480, 25000, n/a, ZTL, 84210, 83010, 3776, 25000, 82820.0, 83460.0, 640.0, 0.3734375, 241.0, 480.0
1337, BBJ8781_711, 241, 77210, 79610, 77209, 79612, 279.65, 58.15, 567.783, 528.731, 34000, 3516, L, A319, PHX, DEP, BWI, 0, 279.049, 58.874, 567.282, 528.831, 34000, 3797, -1, 78490, 34000, n/a, ZDC, 78750, 77460, 3516, 18200, 77210.0, 77660.0, 450.0, 0.47333333333333333, 162.0, 375.0
1339, BBJ8793_74P, 392, 51260, 55170, 51252, 55173, 346.995, 209.525, 577.772, 149.775, 28000, 2746, L, A321, MIA, OVR, PHL, 0, 346.651, 209.854, 577.271, 150.877, 28000, 3150, 54840, 52390, 26000, n/a, ZDC, 54560, 51310, 2746, 24000, 51260.0, 51970.0, 710.0, 0.29295774647887324, 216.0, 424.0
1340, BBJ8794_987, 173, 74600, 76320, 74593, 76325, 184.2, 75.124, 353.9, 291.454, 15000, 900, L, A321, RDU, ARR, CLT, 0, 184.039, 75.701, 353.678, 291.895, 15000, 900, -1, 74980, 15000, n/a, ZTL, 75260, 74920, 4150, 15000, 74600.0, 74970.0, 370.0, 0.4837837837837838, 265.0, 444.0
1341, BBJ8795_696, 325, 58660, 61900, 58659, 61908, 266.868, 77.2, 527.8, 306.999, 32100, 1416, L, A319, CLT, DEP, DCA, 0, 266.581, 77.245, 527.674, 307.525, 32050, 1613, 61020, 59630, 32000, n/a, ZDC, 60710, 59000, 1416, 27000, 58660.0, 59370.0, 710.0, 0.252112676056338, 150.0, 329.0
1343, BBJ8797_91A, 456, 73850, 78400, 73846, 78405, 419.741, 74.798, 642.8, 313.423, 33000, 1000, L, A321, LGA, OVR, CLT, 0, 419.449, 75.453, 642.468, 313.592, 33000, 1002, 75890, 75010, 33000, n/a, ZTL, 77200, 74200, 3666, 29000, 73850.0, 74760.0, 910.0, 0.25274725274725274, 246.0, 476.0
1344, BBJ8798_918, 398, 80710, 84810, 80708, 84816, 451.25, 73.714, 663.3, 314.097, 37100, 3566, L, A319, PWM, OVR, CLT, 0, 450.419, 74.334, 662.65, 314.357, 37078, 4001, -1, 81910, 37000, n/a, ZTL, 83690, 80990, 3566, 37000, 80710.0, 81890.0, 1180.0, 0.2016949152542373, 218.0, 456.0
1345, BBJ8799_280, 408, 42310, 46380, 42302, 46385, 346.102, 212.492, 576.372, 145.438, 34000, 4000, L, A321, MIA, OVR, PHL, 0, 346.02, 212.794, 575.858, 146.374, 34000, 4324, 45660, 43760, 34000, n/a, ZDC, 45570, 42340, 4000, 17000, 42310.0, 42680.0, 370.0, 0.2918918918918919, 241.0, 349.0
1349, BBJ8809_43T, 503, 66540, 71560, 66539, 71567, 432.423, 135.925, 627.667, 197.283, 36000, 2325, L, B738, MCO, OVR, JFK, 0, 432.207, 136.445, 627.289, 197.918, 36000, 2690, -1, 68240, 36000, n/a, ZNY, 70550, 67140, 2325, 23000, 66540.0, 67140.0, 600.0, 0.27166666666666667, 205.0, 368.0
1350, BBJ880_023, 326, 64340, 67590, 64335, 67597, 347.673, 35.6, 583.375, 495.375, 30000, 2076, L, B738, DFW, OVR, PHL, 0, 347.222, 36.715, 583.213, 495.692, 30000, 2230, -1, 65250, 30000, n/a, ZNY, 66600, 65150, 2076, 30000, 64340.0, 65220.0, 880.0, 0.2715909090909091, 165.0, 404.0
1439, BEU1331_633, 295, 63160, 66100, 63153, 66104, 265.974, 27.038, 528.2, 397.723, 30000, 2108, L, CRJ2, CHA, DEP, DCA, 0, 265.63, 27.861, 527.878, 398.013, 30000, 2338, -1, 64330, 30000, n/a, ZDC, 64890, 63470, 2108, 30000, 63160.0, 64320.0, 1160.0, 0.12758620689655173, 173.0, 321.0
1442, BEU1336_821, 170, 52840, 54530, 52833, 54539, 264.526, 135.093, 618.184, 524.391, 28000, 4266, L, CRJ2, DTW, DEP, DCA, 0, 264.268, 135.712, 617.785, 524.716, 28000, 4577, -1, 53830, 28000, n/a, ZDC, 53640, 53210, 4266, 17000, 52840.0, 53160.0, 320.0, 0.453125, 183.0, 328.0
1444, BEU1339_038, 256, 55380, 57930, 55373, 57937, 301.671, 144.309, 397.028, 208.284, 26000, 4216, L, CRJ2, CHS, DEP, ORF, 0, 301.425, 144.742, 396.473, 208.903, 26000, 4574, 57380, 56110, 26000, n/a, ZDC, 57070, 55650, 4216, 26000, 55380.0, 56100.0, 720.0, 0.14305555555555555, 211.0, 314.0
1445, BEU1339_751, 468, 43930, 48600, 43921, 48601, 349.292, 299.792, 576.551, 398.3, 12000, 200, L, CRJ2, CHS, OVR, PHL, 0, 349.029, 300.097, 575.967, 398.493, 11994, 200, 46320, 44150, 12000, n/a, ZDC, 44960, 44020, 3400, 11900, 43930.0, 44120.0, 190.0, 0.19473684210526315, 211.0, 248.0
1446, BEU1372_382, 479, 62100, 66880, 62094, 66887, 366.7, 134.361, 583.6, 179.176, 25000, 258, L, CRJ2, PHL, OVR, CHS, 0, 366.517, 134.993, 583.5, 179.575, 25000, 335, 65730, 62660, 25000, n/a, ZJX, 65990, 62760, 12638, 25000, 62100.0, 62630.0, 530.0, 0.14150943396226415, 320.0, 395.0
1447, BEU1375_490, 199, 77010, 79120, 77010, 79127, 447.954, 261.325, 630.631, 522.4, 23000, 1500, L, CRJ2, PVD, DEP, DCA, 0, 447.139, 261.64, 630.228, 522.692, 23000, 1708, 79010, 77670, 23000, n/a, ZDC, 77930, 77200, 1500, 15400, 77010.0, 77360.0, 350.0, 0.5285714285714286, 157.0, 342.0
1448, BEU1375_670, 279, 83610, 86390, 83608, 86397, 529.192, 331.983, 677.949, 516.158, 24075, 12176, L, CRJ2, DCA, ARR, PVD, 0, 528.886, 332.588, 677.208, 516.205, 24008, 12582, -1, 83980, 24000, n/a, ZBW, 86280, 84760, 12176, 24075, 83610.0, 83960.0, 350.0, 0.005714285714285714, 298.0, 296.0
1450, BEU1381_436, 392, 57920, 61830, 57912, 61834, 347, 219.292, 576.038, 243.25, 26000, 200, L, CRJ2, ILM, ARR, PHL, 0, 346.922, 219.518, 575.47, 243.387, 26000, 204, -1, 58710, 26000, n/a, ZDC, 61010, 57970, 4800, 17000, 57920.0, 58250.0, 330.0, 0.2515151515151515, 236.0, 319.0
1451, BEU1381_66W, 393, 64100, 68020, 64099, 68021, 371.769, 218.716, 581.169, 250.246, 27000, 207, L, CRJ2, PHL, DEP, ILM, 0, 371.431, 218.82, 580.838, 250.781, 27000, 322, 67410, 65020, 27000, n/a, ZDC, 67210, 64140, 2438, 19900, 64100.0, 64560.0, 460.0, 0.33695652173913043, 172.0, 327.0
1452, BEU1383_143, 476, 71120, 75870, 71119, 75876, 364.7, 216.908, 544.285, 250.445, 27000, 500, L, CRJ2, PHL, DEP, ILM, 0, 364.609, 217.148, 543.989, 250.957, 27000, 506, -1, 72000, 27000, n/a, ZDC, 74840, 71240, 2338, 27000, 71120.0, 71980.0, 860.0, 0.27906976744186046, 179.0, 419.0
1454, BEU1383_350, 396, 64190, 68140, 64186, 68145, 348.31, 219.683, 579.221, 244.2, 26000, 300, L, CRJ2, ILM, ARR, PHL, 0, 348.055, 219.83, 578.811, 244.443, 26000, 305, -1, 65140, 26000, n/a, ZDC, 67280, 64200, 2984, 10500, 64190.0, 64400.0, 210.0, 0.6571428571428571, 177.0, 315.0
